target_id	length	eff_length	est_counts	tpm
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	402.009	108	927.131
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	393.474	14	122.791
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	250.012	2	27.6072
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	628.005	91	500.071
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	628.005	5	27.4764
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	202.726	49	834.143
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	300.676	247	2834.99
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1158.56	34	101.278
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2466.56	336	470.111
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	690.627	252	1259.24
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	379.534	53	481.924
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	290.813	34	403.476
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2160.56	21	33.5433
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	320.83	20	215.134
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	266.452	7	90.6634
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	339.568	101	1026.47
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	960.558	63	226.344
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	288.286	198	2370.25
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	252.507	15	205.008
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	285.727	17	205.329
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	696.627	66	326.961
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	759.558	13	59.0657
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	519.004	14	93.0916
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	229.04	75	1130.06
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	157.474	166	3637.9
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	461.597	78	583.156
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	143.162	35	843.709
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	765.558	23	103.682
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	295.886	11	128.298
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	464.373	80	594.533
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1284.56	41	110.15
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	339.568	9	91.4678
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	610.183	59	333.691
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1557.56	205	454.216
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	921.558	209	782.666
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	885.558	28	109.117
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	182.375	9	170.306
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	180.007	2	38.3436
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1233.56	5	13.9882
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	825.558	11	45.9831
gene_85|GeneMark.hmm|360_nt|+|115854|116213	360	157.474	291	6377.29
gene_86|GeneMark.hmm|603_nt|-|116255|116857	603	352.552	83	812.471
gene_87|GeneMark.hmm|420_nt|+|117321|117740	420	202.726	22	374.513
gene_88|GeneMark.hmm|1149_nt|-|117751|118899	1149	885.558	44	171.47
gene_89|GeneMark.hmm|1827_nt|-|119023|120849	1827	1563.56	91	200.854
gene_90|GeneMark.hmm|1104_nt|-|120989|122092	1104	840.558	15	61.5852
gene_91|GeneMark.hmm|945_nt|-|122574|123518	945	681.693	32	162
gene_92|GeneMark.hmm|1263_nt|-|123670|124932	1263	999.558	5	17.2629
gene_93|GeneMark.hmm|1848_nt|+|125079|126926	1848	1584.56	84	182.946
gene_94|GeneMark.hmm|558_nt|-|126944|127501	558	313.355	60	660.797
gene_95|GeneMark.hmm|1359_nt|+|127594|128952	1359	1095.56	56	176.403
gene_96|GeneMark.hmm|327_nt|-|128953|129279	327	135.087	32	817.501
gene_97|GeneMark.hmm|417_nt|-|129357|129773	417	200.427	4	68.8744
gene_98|GeneMark.hmm|1239_nt|+|129853|131091	1239	975.558	32	113.201
gene_99|GeneMark.hmm|3012_nt|-|131088|134099	3012	2748.56	57	71.5686
gene_100|GeneMark.hmm|945_nt|+|134187|135131	945	681.693	0	0
gene_101|GeneMark.hmm|417_nt|+|135172|135588	417	200.427	15	258.279
gene_102|GeneMark.hmm|642_nt|-|135589|136230	642	388.008	31	275.724
gene_103|GeneMark.hmm|642_nt|-|136265|136906	642	388.008	37	329.09
gene_104|GeneMark.hmm|681_nt|-|136975|137655	681	424.319	62	504.257
gene_105|GeneMark.hmm|1239_nt|+|137742|138980	1239	975.558	16	56.6004
gene_106|GeneMark.hmm|2964_nt|-|139049|142012	2964	2700.56	309	394.873
gene_107|GeneMark.hmm|1512_nt|+|142103|143614	1512	1248.56	216	597.032
gene_108|GeneMark.hmm|606_nt|+|143723|144328	606	355.063	118	1146.91
gene_109|GeneMark.hmm|708_nt|-|144620|145327	708	450.306	107	820.029
gene_110|GeneMark.hmm|480_nt|+|145414|145893	480	250.012	3	41.4107
gene_111|GeneMark.hmm|1386_nt|+|145962|147347	1386	1122.56	42	129.12
gene_112|GeneMark.hmm|630_nt|+|147383|148012	630	376.867	1	9.15723
gene_113|GeneMark.hmm|645_nt|-|148016|148660	645	390.665	13	114.84
gene_114|GeneMark.hmm|498_nt|+|148762|149259	498	264.143	11	143.716
gene_115|GeneMark.hmm|600_nt|-|149376|149975	600	349.864	26	256.464
gene_116|GeneMark.hmm|1797_nt|+|150056|151852	1797	1533.56	24	54.0087
gene_117|GeneMark.hmm|312_nt|-|151937|152248	312	125.022	7	193.225
gene_118|GeneMark.hmm|843_nt|-|152729|153571	843	580.589	26	154.546
gene_119|GeneMark.hmm|1920_nt|-|153899|155818	1920	1656.56	179	372.906
gene_120|GeneMark.hmm|312_nt|-|155904|156215	312	125.022	61	1683.82
gene_121|GeneMark.hmm|678_nt|+|156413|157090	678	421.442	12	98.2644
gene_122|GeneMark.hmm|1302_nt|-|157171|158472	1302	1038.56	20	66.4587
gene_123|GeneMark.hmm|702_nt|-|158556|159257	702	444.393	11	85.4238
gene_124|GeneMark.hmm|330_nt|-|159537|159866	330	137.077	46	1158.1
gene_125|GeneMark.hmm|1869_nt|-|160007|161875	1869	1605.56	20	42.9889
gene_126|GeneMark.hmm|1416_nt|+|162083|163498	1416	1152.56	14	41.9197
gene_127|GeneMark.hmm|762_nt|+|163491|164252	762	501.594	14	96.3226
gene_128|GeneMark.hmm|639_nt|-|164257|164895	639	385.197	18	161.266
gene_129|GeneMark.hmm|1266_nt|+|166755|168020	1266	1002.56	240	826.142
gene_130|GeneMark.hmm|1227_nt|-|168095|169321	1227	963.558	158	565.89
gene_131|GeneMark.hmm|612_nt|+|169771|170382	612	360.428	18	172.348
gene_132|GeneMark.hmm|744_nt|+|171352|172095	744	484.591	2833	20175.5
gene_133|GeneMark.hmm|1755_nt|+|172232|173986	1755	1491.56	42	97.1767
gene_134|GeneMark.hmm|309_nt|+|174048|174356	309	123.056	26	729.159
gene_135|GeneMark.hmm|939_nt|-|174364|175302	939	675.693	20	102.149
gene_136|GeneMark.hmm|327_nt|-|175576|175902	327	135.087	20	510.938
gene_137|GeneMark.hmm|1200_nt|-|176055|177254	1200	936.558	87	320.581
gene_138|GeneMark.hmm|6351_nt|-|177334|183684	6351	6087.56	183	103.743
gene_139|GeneMark.hmm|555_nt|+|183806|184360	555	310.763	22	244.313
gene_140|GeneMark.hmm|849_nt|+|184413|185261	849	586.589	33	194.148
gene_141|GeneMark.hmm|699_nt|+|185350|186048	699	441.521	65	508.059
gene_142|GeneMark.hmm|1572_nt|+|186120|187691	1572	1308.56	45	118.679
gene_143|GeneMark.hmm|630_nt|+|187713|188342	630	376.867	36	329.66
gene_144|GeneMark.hmm|4395_nt|+|188494|192888	4395	4131.56	58	48.447
gene_145|GeneMark.hmm|375_nt|-|192890|193264	375	168.713	24	490.926
gene_146|GeneMark.hmm|906_nt|+|193364|194269	906	642.883	55	295.246
gene_147|GeneMark.hmm|2172_nt|+|194368|196539	2172	1908.56	35	63.2871
gene_148|GeneMark.hmm|321_nt|+|196657|196977	321	130.905	1	26.363
gene_149|GeneMark.hmm|732_nt|+|197058|197789	732	473.1	18	131.302
gene_150|GeneMark.hmm|1488_nt|+|197832|199319	1488	1224.56	138	388.913
gene_151|GeneMark.hmm|1152_nt|-|199352|200503	1152	888.558	72	279.64
gene_152|GeneMark.hmm|3966_nt|-|200845|204810	3966	3702.56	87	81.0905
gene_153|GeneMark.hmm|5511_nt|-|204908|210418	5511	5247.56	64	42.0897
gene_154|GeneMark.hmm|756_nt|+|210513|211268	756	495.835	18	125.282
gene_155|GeneMark.hmm|1155_nt|+|211335|212489	1155	891.558	18	69.6748
gene_156|GeneMark.hmm|1353_nt|+|212533|213885	1353	1089.56	9	28.5066
gene_157|GeneMark.hmm|1356_nt|+|213927|215282	1356	1092.56	26	82.1262
gene_158|GeneMark.hmm|1059_nt|-|215290|216348	1059	795.558	9	39.0412
gene_159|GeneMark.hmm|2088_nt|+|216527|218614	2088	1824.56	437	826.564
gene_160|GeneMark.hmm|771_nt|-|218627|219397	771	510.252	140	946.882
gene_161|GeneMark.hmm|627_nt|-|219449|220075	627	374.236	3	27.6649
gene_162|GeneMark.hmm|1248_nt|+|220183|221430	1248	984.558	55	192.785
gene_163|GeneMark.hmm|717_nt|-|221803|222519	717	458.909	16	120.322
gene_164|GeneMark.hmm|1254_nt|-|222579|223832	1254	990.558	14	48.7754
gene_165|GeneMark.hmm|1464_nt|-|223978|225441	1464	1200.56	49.7578	143.031
gene_166|GeneMark.hmm|1080_nt|-|225353|226432	1080	816.558	92.2422	389.848
gene_167|GeneMark.hmm|864_nt|-|226510|227373	864	601.474	61	349.998
gene_168|GeneMark.hmm|702_nt|+|227462|228163	702	444.393	68	528.074
gene_169|GeneMark.hmm|498_nt|-|228508|229005	498	264.143	118	1541.69
gene_170|GeneMark.hmm|804_nt|+|229164|229967	804	542.288	104	661.845
gene_171|GeneMark.hmm|618_nt|+|230025|230642	618	365.928	10	94.31
gene_172|GeneMark.hmm|330_nt|-|230658|230987	330	137.077	48	1208.45
gene_173|GeneMark.hmm|771_nt|-|231688|232458	771	510.252	3233	21866.2
gene_174|GeneMark.hmm|1005_nt|-|232533|233537	1005	741.558	25	116.345
gene_175|GeneMark.hmm|3912_nt|-|233887|237798	3912	3648.56	223	210.929
gene_176|GeneMark.hmm|306_nt|-|237888|238193	306	121.112	3	85.4841
gene_177|GeneMark.hmm|1905_nt|+|238336|240240	1905	1641.56	293	615.977
gene_178|GeneMark.hmm|1464_nt|+|240281|241744	1464	1200.56	184	528.917
gene_179|GeneMark.hmm|807_nt|+|241814|242620	807	545.235	68	430.406
gene_180|GeneMark.hmm|1473_nt|+|243216|244688	1473	1209.56	50	142.658
gene_181|GeneMark.hmm|468_nt|-|244692|245159	468	240.621	24	344.216
gene_182|GeneMark.hmm|786_nt|+|245577|246362	786	524.853	26	170.958
gene_183|GeneMark.hmm|792_nt|+|246298|247089	792	530.7	26	169.074
gene_184|GeneMark.hmm|2514_nt|-|247112|249625	2514	2250.56	187	286.751
gene_185|GeneMark.hmm|372_nt|-|250021|250392	372	166.572	2	41.4364
gene_186|GeneMark.hmm|1152_nt|+|250800|251951	1152	888.558	74	287.408
gene_187|GeneMark.hmm|489_nt|-|252563|253051	489	257.166	23	308.651
gene_188|GeneMark.hmm|834_nt|+|253124|253957	834	571.7	56	338.044
gene_189|GeneMark.hmm|918_nt|-|254278|255195	918	654.821	20	105.405
gene_190|GeneMark.hmm|885_nt|-|255302|256186	885	622.064	61	338.413
gene_191|GeneMark.hmm|498_nt|-|256363|256860	498	264.143	71	927.624
gene_192|GeneMark.hmm|966_nt|-|257436|258401	966	702.627	145	712.19
gene_193|GeneMark.hmm|558_nt|+|258922|259479	558	313.355	44	484.584
gene_194|GeneMark.hmm|963_nt|+|259557|260519	963	699.627	107	527.801
gene_195|GeneMark.hmm|1938_nt|-|260534|262471	1938	1674.56	236	486.368
gene_196|GeneMark.hmm|717_nt|+|262864|263580	717	458.909	105	789.616
gene_197|GeneMark.hmm|1215_nt|+|264121|265335	1215	951.558	112	406.196
gene_198|GeneMark.hmm|1308_nt|+|265401|266708	1308	1044.56	68	224.662
gene_199|GeneMark.hmm|822_nt|+|266787|267608	822	559.917	85	523.9
gene_200|GeneMark.hmm|531_nt|+|267767|268297	531	290.813	54	640.814
gene_201|GeneMark.hmm|975_nt|-|268318|269292	975	711.627	87.9074	426.31
gene_202|GeneMark.hmm|981_nt|-|269341|270321	981	717.627	137	658.832
gene_203|GeneMark.hmm|420_nt|+|270422|270841	420	202.726	7	119.163
gene_204|GeneMark.hmm|555_nt|+|270894|271448	555	310.763	52	577.467
gene_205|GeneMark.hmm|906_nt|+|271524|272429	906	642.883	10	53.6811
gene_206|GeneMark.hmm|1068_nt|+|272517|273584	1068	804.558	382	1638.55
gene_207|GeneMark.hmm|444_nt|+|273656|274099	444	221.737	43	669.242
gene_208|GeneMark.hmm|441_nt|+|274146|274586	441	219.389	72	1132.58
gene_209|GeneMark.hmm|510_nt|-|274595|275104	510	273.746	50	630.339
gene_210|GeneMark.hmm|987_nt|+|276021|277007	987	723.558	462	2203.54
gene_211|GeneMark.hmm|693_nt|-|277008|277700	693	435.692	233	1845.56
gene_212|GeneMark.hmm|450_nt|+|277803|278252	450	226.66	8	121.806
gene_213|GeneMark.hmm|789_nt|+|278357|279145	789	527.853	54	353.048
gene_214|GeneMark.hmm|906_nt|+|279458|280363	906	642.883	145	778.375
gene_215|GeneMark.hmm|465_nt|+|280846|281310	465	238.288	2	28.9654
gene_216|GeneMark.hmm|1305_nt|-|281342|282646	1305	1041.56	49	162.355
gene_217|GeneMark.hmm|414_nt|-|283226|283639	414	198.009	16	278.861
gene_218|GeneMark.hmm|738_nt|+|283741|284478	738	478.824	0	0
gene_219|GeneMark.hmm|603_nt|+|284592|285194	603	352.552	124	1213.81
gene_220|GeneMark.hmm|1173_nt|+|285291|286463	1173	909.558	48	182.123
gene_221|GeneMark.hmm|432_nt|+|286772|287203	432	212.123	29	471.805
gene_222|GeneMark.hmm|1836_nt|+|287625|289460	1836	1572.56	53	116.311
gene_223|GeneMark.hmm|396_nt|+|289533|289928	396	184.549	63	1178.1
gene_224|GeneMark.hmm|942_nt|+|290243|291184	942	678.693	8	40.6789
gene_225|GeneMark.hmm|756_nt|+|291254|292009	756	495.835	17	118.322
gene_226|GeneMark.hmm|1461_nt|-|292061|293521	1461	1197.56	26	74.9255
gene_227|GeneMark.hmm|1269_nt|+|293571|294839	1269	1005.56	17	58.3438
gene_228|GeneMark.hmm|3003_nt|-|294865|297867	3003	2739.56	28	35.272
gene_229|GeneMark.hmm|1212_nt|+|298029|299240	1212	948.558	674	2452.16
gene_230|GeneMark.hmm|579_nt|-|299237|299815	579	331.269	453	4719.22
gene_231|GeneMark.hmm|564_nt|-|299960|300523	564	318.277	407	4413.08
gene_232|GeneMark.hmm|1005_nt|-|300575|301579	1005	741.558	615.093	2862.52
gene_233|GeneMark.hmm|1863_nt|-|301657|303519	1863	1599.56	117	252.429
gene_234|GeneMark.hmm|1269_nt|+|303565|304833	1269	1005.56	23	78.9357
gene_235|GeneMark.hmm|1230_nt|+|304967|306196	1230	966.558	97	346.335
gene_236|GeneMark.hmm|1233_nt|-|306339|307571	1233	969.558	95	338.145
gene_237|GeneMark.hmm|873_nt|+|308022|308894	873	610.183	23	130.083
gene_238|GeneMark.hmm|624_nt|+|308956|309579	624	371.529	16	148.621
gene_239|GeneMark.hmm|522_nt|+|310018|310539	522	283.397	9	109.598
gene_240|GeneMark.hmm|600_nt|-|310627|311226	600	349.864	15	147.96
gene_241|GeneMark.hmm|561_nt|+|311421|311981	561	315.755	4	43.7183
gene_242|GeneMark.hmm|357_nt|+|312194|312550	357	155.103	36	801.007
gene_243|GeneMark.hmm|3168_nt|+|313330|316497	3168	2904.56	99	117.627
gene_244|GeneMark.hmm|357_nt|+|316618|316974	357	155.103	94	2091.52
gene_245|GeneMark.hmm|462_nt|-|316964|317425	462	235.976	198	2895.68
gene_246|GeneMark.hmm|954_nt|-|317551|318504	954	690.627	41	204.877
gene_247|GeneMark.hmm|393_nt|-|318612|319004	393	182.375	69	1305.68
gene_248|GeneMark.hmm|1089_nt|-|319517|320605	1089	825.558	164	685.566
gene_249|GeneMark.hmm|300_nt|+|320705|321004	300	117.586	20	586.985
gene_250|GeneMark.hmm|600_nt|-|321318|321917	600	349.864	12	118.368
gene_251|GeneMark.hmm|591_nt|+|321986|322576	591	342.028	11	110.99
gene_252|GeneMark.hmm|462_nt|-|322633|323094	462	235.976	5	73.1232
gene_253|GeneMark.hmm|507_nt|+|323169|323675	507	271.169	69	878.136
gene_254|GeneMark.hmm|885_nt|-|323815|324699	885	622.064	186	1031.88
gene_255|GeneMark.hmm|822_nt|+|324777|325598	822	559.917	6	36.9811
gene_256|GeneMark.hmm|408_nt|+|325757|326164	408	193.671	6	106.915
gene_257|GeneMark.hmm|432_nt|-|326496|326927	432	212.123	10	162.691
gene_258|GeneMark.hmm|783_nt|+|327126|327908	783	521.954	9	59.5064
gene_259|GeneMark.hmm|762_nt|+|328130|328891	762	501.594	4	27.5207
gene_260|GeneMark.hmm|1314_nt|-|328912|330225	1314	1050.56	6	19.7099
gene_261|GeneMark.hmm|687_nt|-|330275|330961	687	429.987	7	56.1818
gene_262|GeneMark.hmm|879_nt|-|331099|331977	879	616.183	110	616.078
gene_263|GeneMark.hmm|966_nt|-|332144|333109	966	702.627	137	672.897
gene_264|GeneMark.hmm|864_nt|-|333170|334033	864	601.474	19	109.016
gene_265|GeneMark.hmm|1650_nt|+|334119|335768	1650	1386.56	136	338.496
gene_266|GeneMark.hmm|345_nt|-|335761|336105	345	147.292	2	46.8601
gene_267|GeneMark.hmm|639_nt|-|336163|336801	639	385.197	55	492.757
gene_268|GeneMark.hmm|1260_nt|-|336843|338102	1260	996.558	15	51.9447
gene_269|GeneMark.hmm|1098_nt|+|338232|339329	1098	834.558	23	95.1095
gene_270|GeneMark.hmm|609_nt|-|341026|341634	609	357.711	63	607.801
gene_271|GeneMark.hmm|966_nt|-|341717|342682	966	702.627	92	451.872
gene_272|GeneMark.hmm|1011_nt|+|342776|343786	1011	747.558	42	193.891
gene_273|GeneMark.hmm|852_nt|-|343791|344642	852	589.589	34	199.013
gene_274|GeneMark.hmm|303_nt|-|345165|345467	303	119.144	59	1708.96
gene_275|GeneMark.hmm|2946_nt|+|345543|348488	2946	2682.56	66	84.9078
gene_276|GeneMark.hmm|1704_nt|+|348569|350272	1704	1440.56	62.5142	149.762
gene_277|GeneMark.hmm|501_nt|-|351436|351936	501	266.452	277	3587.68
gene_278|GeneMark.hmm|831_nt|-|352284|353114	831	568.7	134	813.157
gene_279|GeneMark.hmm|369_nt|-|353584|353952	369	164.164	91	1913.01
gene_280|GeneMark.hmm|648_nt|-|354408|355055	648	393.474	198	1736.61
gene_281|GeneMark.hmm|555_nt|-|355610|356164	555	310.763	2	22.2103
gene_282|GeneMark.hmm|1800_nt|+|356258|358057	1800	1536.56	32	71.871
gene_283|GeneMark.hmm|603_nt|-|358054|358656	603	352.552	42	411.13
gene_284|GeneMark.hmm|498_nt|-|358727|359224	498	264.143	4	52.2605
gene_285|GeneMark.hmm|867_nt|-|359304|360170	867	604.416	29	165.583
gene_286|GeneMark.hmm|618_nt|-|360227|360844	618	365.928	23	216.913
gene_287|GeneMark.hmm|396_nt|-|361039|361434	396	184.549	112	2094.4
gene_288|GeneMark.hmm|825_nt|-|361835|362659	825	562.863	50	306.563
gene_289|GeneMark.hmm|327_nt|+|362745|363071	327	135.087	2	51.0938
gene_290|GeneMark.hmm|474_nt|+|363225|363698	474	245.298	28	393.927
gene_291|GeneMark.hmm|1482_nt|-|363701|365182	1482	1218.56	19	53.8097
gene_292|GeneMark.hmm|447_nt|-|365292|365738	447	224.225	4	61.5644
gene_293|GeneMark.hmm|993_nt|-|365831|366823	993	729.558	17	80.4159
gene_294|GeneMark.hmm|324_nt|+|366945|367268	324	132.895	7	181.778
gene_295|GeneMark.hmm|561_nt|+|367353|367913	561	315.755	0	0
gene_296|GeneMark.hmm|753_nt|-|367914|368666	753	492.978	6	42.0026
gene_297|GeneMark.hmm|2268_nt|-|368772|371039	2268	2004.56	250	430.402
gene_298|GeneMark.hmm|3798_nt|+|371162|374959	3798	3534.56	52	50.7716
gene_299|GeneMark.hmm|1479_nt|+|375063|376541	1479	1215.56	35	99.3677
gene_300|GeneMark.hmm|1620_nt|+|376626|378245	1620	1356.56	54	137.375
gene_301|GeneMark.hmm|3333_nt|+|378283|381615	3333	3069.56	87	97.8129
gene_302|GeneMark.hmm|1155_nt|-|381982|383136	1155	891.558	2	7.74164
gene_303|GeneMark.hmm|4926_nt|-|383391|388316	4926	4662.56	37	27.3861
gene_304|GeneMark.hmm|825_nt|-|388586|389410	825	562.863	127	778.671
gene_305|GeneMark.hmm|2169_nt|-|389678|391846	2169	1905.56	132	239.059
gene_306|GeneMark.hmm|1083_nt|+|391990|393072	1083	819.558	158	665.319
gene_307|GeneMark.hmm|2853_nt|-|393069|395921	2853	2589.56	218	290.525
gene_308|GeneMark.hmm|1791_nt|-|396096|397886	1791	1527.56	52	117.479
gene_309|GeneMark.hmm|3534_nt|-|398042|401575	3534	3270.56	500.689	528.323
gene_310|GeneMark.hmm|696_nt|-|401701|402396	696	438.65	14	110.145
gene_311|GeneMark.hmm|780_nt|-|402575|403354	780	519.004	43	285.924
gene_312|GeneMark.hmm|2226_nt|-|403533|405758	2226	1962.56	582	1023.42
gene_313|GeneMark.hmm|1293_nt|-|405766|407058	1293	1029.56	108	362.014
gene_314|GeneMark.hmm|975_nt|-|407109|408083	975	711.627	121	586.794
gene_315|GeneMark.hmm|1923_nt|-|408301|410223	1923	1659.56	26	54.0672
gene_316|GeneMark.hmm|537_nt|+|410354|410890	537	295.886	62	723.136
gene_317|GeneMark.hmm|648_nt|-|411064|411711	648	393.474	12	105.249
gene_318|GeneMark.hmm|621_nt|-|411759|412379	621	368.783	8	74.8638
gene_319|GeneMark.hmm|309_nt|-|412457|412765	309	123.056	48	1346.14
gene_320|GeneMark.hmm|4971_nt|-|412915|417885	4971	4707.56	865	634.123
gene_321|GeneMark.hmm|2811_nt|-|417944|420754	2811	2547.56	355	480.903
gene_322|GeneMark.hmm|1911_nt|+|421176|423086	1911	1647.56	76	159.194
gene_323|GeneMark.hmm|660_nt|-|423578|424237	660	404.773	27	230.2
gene_324|GeneMark.hmm|993_nt|-|424278|425270	993	729.558	11	52.0338
gene_325|GeneMark.hmm|624_nt|-|425308|425931	624	371.529	37	343.686
gene_326|GeneMark.hmm|441_nt|-|426224|426664	441	219.389	215	3382.02
gene_327|GeneMark.hmm|978_nt|-|427060|428037	978	714.627	111	536.039
gene_328|GeneMark.hmm|1461_nt|+|428144|429604	1461	1197.56	235	677.211
gene_329|GeneMark.hmm|396_nt|-|429617|430012	396	184.549	17	317.9
gene_330|GeneMark.hmm|1269_nt|+|430123|431391	1269	1005.56	34	116.688
gene_331|GeneMark.hmm|348_nt|-|431464|431811	348	149.122	26	601.705
gene_332|GeneMark.hmm|2301_nt|-|431964|434264	2301	2037.56	1132	1917.3
gene_333|GeneMark.hmm|903_nt|+|434453|435355	903	639.944	93	501.526
gene_334|GeneMark.hmm|1071_nt|-|435370|436440	1071	807.558	18	76.9222
gene_335|GeneMark.hmm|654_nt|+|436845|437498	654	399.048	32	276.744
gene_336|GeneMark.hmm|2490_nt|+|437819|440308	2490	2226.56	58	89.8973
gene_337|GeneMark.hmm|381_nt|-|440314|440694	381	173.098	23	458.551
