target_id	length	eff_length	est_counts	tpm
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	341.923	1	9.71744
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1120.74	18	53.3639
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1510.74	49	107.767
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	326.113	25	254.714
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1318.74	123	309.903
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1159.74	28	80.2191
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	925.74	83	297.899
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2902.74	435	497.922
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	665.019	91	454.661
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4240.74	848	664.407
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	434.965	135	1031.24
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	426.262	9	70.153
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	274.228	4	48.465
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	665.019	76	379.717
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	665.019	12	59.9552
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	223.382	87	1294.05
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	328.557	214	2164.13
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1195.74	54	150.05
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2503.74	349	463.144
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	727.887	370	1688.96
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	411.794	73	589.01
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	317.757	48	501.91
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2197.74	18	27.213
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	349.859	20	189.94
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	292.065	12	136.515
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	369.863	84	754.604
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	997.74	75	249.761
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	315.107	211	2224.87
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	276.86	5	60.0054
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	312.485	14	148.86
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	733.887	43	194.679
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	796.74	16	66.7242
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	555.214	24	143.625
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	251.154	80	1058.35
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	173.799	126	2408.81
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	496.178	81	542.41
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	157.556	45	948.981
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	802.74	26	107.616
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	323.243	17	174.743
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	499.178	103	685.586
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1321.74	55	138.26
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	369.863	12	107.801
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	647.212	88	451.769
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1594.74	256	533.372
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	958.74	205	710.449
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	922.74	16	57.613
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	200.328	14	232.202
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	197.914	1	16.7882
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1270.74	5	13.0735
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	862.74	12	46.2148
gene_85|GeneMark.hmm|360_nt|+|115854|116213	360	173.799	350	6691.14
gene_86|GeneMark.hmm|603_nt|-|116255|116857	603	383.714	87	753.341
gene_87|GeneMark.hmm|420_nt|+|117321|117740	420	223.382	37	550.344
gene_88|GeneMark.hmm|1149_nt|-|117751|118899	1149	922.74	30	108.024
gene_89|GeneMark.hmm|1827_nt|-|119023|120849	1827	1600.74	117	242.854
gene_90|GeneMark.hmm|1104_nt|-|120989|122092	1104	877.74	24.3725	92.2601
gene_91|GeneMark.hmm|945_nt|-|122574|123518	945	718.887	33.6275	155.423
gene_92|GeneMark.hmm|1263_nt|-|123670|124932	1263	1036.74	5	16.0243
gene_93|GeneMark.hmm|1848_nt|+|125079|126926	1848	1621.74	107	219.221
gene_94|GeneMark.hmm|558_nt|-|126944|127501	558	341.923	48	466.437
gene_95|GeneMark.hmm|1359_nt|+|127594|128952	1359	1132.74	51	149.596
gene_96|GeneMark.hmm|327_nt|-|128953|129279	327	147.961	40	898.241
gene_97|GeneMark.hmm|417_nt|-|129357|129773	417	220.856	7	105.31
gene_98|GeneMark.hmm|1239_nt|+|129853|131091	1239	1012.74	29	95.1437
gene_99|GeneMark.hmm|3012_nt|-|131088|134099	3012	2785.74	61	72.7561
gene_100|GeneMark.hmm|945_nt|+|134187|135131	945	718.887	0	0
gene_101|GeneMark.hmm|417_nt|+|135172|135588	417	220.856	14	210.62
gene_102|GeneMark.hmm|642_nt|-|135589|136230	642	420.386	33	260.823
gene_103|GeneMark.hmm|642_nt|-|136265|136906	642	420.386	29	229.208
gene_104|GeneMark.hmm|681_nt|-|136975|137655	681	457.879	71	515.215
gene_105|GeneMark.hmm|1239_nt|+|137742|138980	1239	1012.74	21	68.8972
gene_106|GeneMark.hmm|2964_nt|-|139049|142012	2964	2737.74	356	432.054
gene_107|GeneMark.hmm|1512_nt|+|142103|143614	1512	1285.74	215	555.604
gene_108|GeneMark.hmm|606_nt|+|143723|144328	606	386.411	125	1074.83
gene_109|GeneMark.hmm|708_nt|-|144620|145327	708	484.418	124	850.515
gene_110|GeneMark.hmm|480_nt|+|145414|145893	480	274.228	7	84.8138
gene_111|GeneMark.hmm|1386_nt|+|145962|147347	1386	1159.74	58	166.168
gene_112|GeneMark.hmm|630_nt|+|147383|148012	630	409.117	1	8.12144
gene_113|GeneMark.hmm|645_nt|-|148016|148660	645	423.304	20	156.985
gene_114|GeneMark.hmm|498_nt|+|148762|149259	498	289.717	14	160.559
gene_115|GeneMark.hmm|600_nt|-|149376|149975	600	380.865	14	122.134
gene_116|GeneMark.hmm|1797_nt|+|150056|151852	1797	1570.74	33	69.8055
gene_117|GeneMark.hmm|312_nt|-|151937|152248	312	136.671	14	340.356
gene_118|GeneMark.hmm|843_nt|-|152729|153571	843	617.582	47	252.862
gene_119|GeneMark.hmm|1920_nt|-|153899|155818	1920	1693.74	161	315.834
gene_120|GeneMark.hmm|312_nt|-|155904|156215	312	136.671	66	1604.54
gene_121|GeneMark.hmm|678_nt|+|156413|157090	678	454.879	10	73.044
gene_122|GeneMark.hmm|1302_nt|-|157171|158472	1302	1075.74	26	80.3057
gene_123|GeneMark.hmm|702_nt|-|158556|159257	702	478.558	11	76.3727
gene_124|GeneMark.hmm|330_nt|-|159537|159866	330	150.385	53	1170.99
gene_125|GeneMark.hmm|1869_nt|-|160007|161875	1869	1642.74	13	26.2939
gene_126|GeneMark.hmm|1416_nt|+|162083|163498	1416	1189.74	13	36.3054
gene_127|GeneMark.hmm|762_nt|+|163491|164252	762	537.479	16	98.9098
gene_128|GeneMark.hmm|639_nt|-|164257|164895	639	417.51	19	151.205
gene_129|GeneMark.hmm|1266_nt|+|166755|168020	1266	1039.74	279	891.578
gene_130|GeneMark.hmm|1227_nt|-|168095|169321	1227	1000.74	178	590.988
gene_131|GeneMark.hmm|612_nt|+|169771|170382	612	392.219	19	160.955
gene_132|GeneMark.hmm|744_nt|+|171352|172095	744	519.684	2969	18982.4
gene_133|GeneMark.hmm|1755_nt|+|172232|173986	1755	1528.74	69	149.967
gene_134|GeneMark.hmm|309_nt|+|174048|174356	309	134.358	22	544.051
gene_135|GeneMark.hmm|939_nt|-|174364|175302	939	712.887	21	97.8766
gene_136|GeneMark.hmm|327_nt|-|175576|175902	327	147.961	28	628.769
gene_137|GeneMark.hmm|1200_nt|-|176055|177254	1200	973.74	116	395.818
gene_138|GeneMark.hmm|6351_nt|-|177334|183684	6351	6124.74	238	129.113
gene_139|GeneMark.hmm|555_nt|+|183806|184360	555	339.194	45	440.803
gene_140|GeneMark.hmm|849_nt|+|184413|185261	849	623.582	59	314.368
gene_141|GeneMark.hmm|699_nt|+|185350|186048	699	475.652	104	726.482
gene_142|GeneMark.hmm|1572_nt|+|186120|187691	1572	1345.74	51	125.918
gene_143|GeneMark.hmm|630_nt|+|187713|188342	630	409.117	35	284.25
gene_144|GeneMark.hmm|4395_nt|+|188494|192888	4395	4168.74	62	49.4159
gene_145|GeneMark.hmm|375_nt|-|192890|193264	375	185.537	25	447.703
gene_146|GeneMark.hmm|906_nt|+|193364|194269	906	679.954	65	317.625
gene_147|GeneMark.hmm|2172_nt|+|194368|196539	2172	1945.74	45	76.8436
gene_148|GeneMark.hmm|321_nt|+|196657|196977	321	143.493	0	0
gene_149|GeneMark.hmm|732_nt|+|197058|197789	732	507.884	20	130.842
gene_150|GeneMark.hmm|1488_nt|+|197832|199319	1488	1261.74	142	373.937
gene_151|GeneMark.hmm|1152_nt|-|199352|200503	1152	925.74	95	340.969
gene_152|GeneMark.hmm|3966_nt|-|200845|204810	3966	3739.74	109	96.8424
gene_153|GeneMark.hmm|5511_nt|-|204908|210418	5511	5284.74	64	40.238
gene_154|GeneMark.hmm|756_nt|+|210513|211268	756	531.53	36	225.037
gene_155|GeneMark.hmm|1155_nt|+|211335|212489	1155	928.74	15	53.6633
gene_156|GeneMark.hmm|1353_nt|+|212533|213885	1353	1126.74	9	26.5399
gene_157|GeneMark.hmm|1356_nt|+|213927|215282	1356	1129.74	28	82.3493
gene_158|GeneMark.hmm|1059_nt|-|215290|216348	1059	832.74	22	87.7795
gene_159|GeneMark.hmm|2088_nt|+|216527|218614	2088	1861.74	526	938.743
gene_160|GeneMark.hmm|771_nt|-|218627|219397	771	546.268	198	1204.31
gene_161|GeneMark.hmm|627_nt|-|219449|220075	627	406.237	3	24.5371
gene_162|GeneMark.hmm|1248_nt|+|220183|221430	1248	1021.74	44	143.084
gene_163|GeneMark.hmm|717_nt|-|221803|222519	717	493.227	14	94.3109
gene_164|GeneMark.hmm|1254_nt|-|222579|223832	1254	1027.74	31	100.221
gene_165|GeneMark.hmm|1464_nt|-|223978|225441	1464	1237.74	97.4613	261.627
gene_166|GeneMark.hmm|1080_nt|-|225353|226432	1080	853.74	127.539	496.36
gene_167|GeneMark.hmm|864_nt|-|226510|227373	864	638.337	72	374.768
gene_168|GeneMark.hmm|702_nt|+|227462|228163	702	478.558	54	374.92
gene_169|GeneMark.hmm|498_nt|-|228508|229005	498	289.717	118	1353.28
gene_170|GeneMark.hmm|804_nt|+|229164|229967	804	579.05	157	900.874
gene_171|GeneMark.hmm|618_nt|+|230025|230642	618	397.87	20	167.02
gene_172|GeneMark.hmm|330_nt|-|230658|230987	330	150.385	41	905.859
gene_173|GeneMark.hmm|771_nt|-|231688|232458	771	546.268	3186	19378.5
gene_174|GeneMark.hmm|1005_nt|-|232533|233537	1005	778.74	17	72.5331
gene_175|GeneMark.hmm|3912_nt|-|233887|237798	3912	3685.74	249	224.468
gene_176|GeneMark.hmm|306_nt|-|237888|238193	306	132.266	7	175.845
gene_177|GeneMark.hmm|1905_nt|+|238336|240240	1905	1678.74	332	657.105
gene_178|GeneMark.hmm|1464_nt|+|240281|241744	1464	1237.74	236	633.523
gene_179|GeneMark.hmm|807_nt|+|241814|242620	807	582.05	74	422.427
gene_180|GeneMark.hmm|1473_nt|+|243216|244688	1473	1246.74	39	103.937
gene_181|GeneMark.hmm|468_nt|-|244692|245159	468	264.09	26	327.116
gene_182|GeneMark.hmm|786_nt|+|245577|246362	786	561.105	36	213.176
gene_183|GeneMark.hmm|792_nt|+|246298|247089	792	567.105	34	199.203
gene_184|GeneMark.hmm|2514_nt|-|247112|249625	2514	2287.74	228	331.138
gene_185|GeneMark.hmm|372_nt|-|250021|250392	372	183.129	9	163.293
gene_186|GeneMark.hmm|1152_nt|+|250800|251951	1152	925.74	108	387.628
gene_187|GeneMark.hmm|489_nt|-|252563|253051	489	281.974	27	318.152
gene_188|GeneMark.hmm|834_nt|+|253124|253957	834	608.701	37	201.966
gene_189|GeneMark.hmm|918_nt|-|254278|255195	918	691.887	30	144.068
gene_190|GeneMark.hmm|885_nt|-|255302|256186	885	659.148	75	378.058
gene_191|GeneMark.hmm|498_nt|-|256363|256860	498	289.717	141	1617.06
gene_192|GeneMark.hmm|966_nt|-|257436|258401	966	739.887	188	844.253
gene_193|GeneMark.hmm|558_nt|+|258922|259479	558	341.923	58	563.612
gene_194|GeneMark.hmm|963_nt|+|259557|260519	963	736.887	98	441.881
gene_195|GeneMark.hmm|1938_nt|-|260534|262471	1938	1711.74	342	663.848
gene_196|GeneMark.hmm|717_nt|+|262864|263580	717	493.227	120	808.379
gene_197|GeneMark.hmm|1215_nt|+|264121|265335	1215	988.74	123	413.336
gene_198|GeneMark.hmm|1308_nt|+|265401|266708	1308	1081.74	71	218.08
gene_199|GeneMark.hmm|822_nt|+|266787|267608	822	596.877	95	528.833
gene_200|GeneMark.hmm|531_nt|+|267767|268297	531	317.757	73	763.321
gene_201|GeneMark.hmm|975_nt|-|268318|269292	975	748.815	83.2753	369.507
gene_202|GeneMark.hmm|981_nt|-|269341|270321	981	754.815	179	787.94
gene_203|GeneMark.hmm|420_nt|+|270422|270841	420	223.382	3	44.6225
gene_204|GeneMark.hmm|555_nt|+|270894|271448	555	339.194	69	675.897
gene_205|GeneMark.hmm|906_nt|+|271524|272429	906	679.954	8	39.0923
gene_206|GeneMark.hmm|1068_nt|+|272517|273584	1068	841.74	475	1874.98
gene_207|GeneMark.hmm|444_nt|+|273656|274099	444	243.478	31	423.041
gene_208|GeneMark.hmm|441_nt|+|274146|274586	441	241.012	103	1419.97
gene_209|GeneMark.hmm|510_nt|-|274595|275104	510	299.952	31	343.392
gene_210|GeneMark.hmm|987_nt|+|276021|277007	987	760.815	513	2240.37
gene_211|GeneMark.hmm|693_nt|-|277008|277700	693	469.744	261	1846.12
gene_212|GeneMark.hmm|450_nt|+|277803|278252	450	248.703	13	173.677
gene_213|GeneMark.hmm|789_nt|+|278357|279145	789	564.105	58	341.624
gene_214|GeneMark.hmm|906_nt|+|279458|280363	906	679.954	183	894.236
gene_215|GeneMark.hmm|465_nt|+|280846|281310	465	261.417	0	0
gene_216|GeneMark.hmm|1305_nt|-|281342|282646	1305	1078.74	46	141.684
gene_217|GeneMark.hmm|414_nt|-|283226|283639	414	218.279	24	365.326
gene_218|GeneMark.hmm|738_nt|+|283741|284478	738	513.784	3	19.4008
gene_219|GeneMark.hmm|603_nt|+|284592|285194	603	383.714	103	891.887
gene_220|GeneMark.hmm|1173_nt|+|285291|286463	1173	946.74	47	164.948
gene_221|GeneMark.hmm|432_nt|+|286772|287203	432	233.487	28	398.452
gene_222|GeneMark.hmm|1836_nt|+|287625|289460	1836	1609.74	50	103.204
gene_223|GeneMark.hmm|396_nt|+|289533|289928	396	202.933	53	867.767
gene_224|GeneMark.hmm|942_nt|+|290243|291184	942	715.887	8	37.1301
gene_225|GeneMark.hmm|756_nt|+|291254|292009	756	531.53	9	56.2593
gene_226|GeneMark.hmm|1461_nt|-|292061|293521	1461	1234.74	13	34.9823
gene_227|GeneMark.hmm|1269_nt|+|293571|294839	1269	1042.74	19	60.5421
gene_228|GeneMark.hmm|3003_nt|-|294865|297867	3003	2776.74	40	47.8636
gene_229|GeneMark.hmm|1212_nt|+|298029|299240	1212	985.74	888	2993.17
gene_230|GeneMark.hmm|579_nt|-|299237|299815	579	361.224	587	5399.35
gene_231|GeneMark.hmm|564_nt|-|299960|300523	564	347.17	541	5177.68
gene_232|GeneMark.hmm|1005_nt|-|300575|301579	1005	778.74	1171.64	4998.98
gene_233|GeneMark.hmm|1863_nt|-|301657|303519	1863	1636.74	129	261.873
gene_234|GeneMark.hmm|1269_nt|+|303565|304833	1269	1042.74	28	89.22
gene_235|GeneMark.hmm|1230_nt|+|304967|306196	1230	1003.74	93	307.852
gene_236|GeneMark.hmm|1233_nt|-|306339|307571	1233	1006.74	87	287.132
gene_237|GeneMark.hmm|873_nt|+|308022|308894	873	647.212	22	112.942
gene_238|GeneMark.hmm|624_nt|+|308956|309579	624	403.476	19	156.465
gene_239|GeneMark.hmm|522_nt|+|310018|310539	522	309.985	19	203.654
gene_240|GeneMark.hmm|600_nt|-|310627|311226	600	380.865	13	113.41
gene_241|GeneMark.hmm|561_nt|+|311421|311981	561	344.582	2	19.2849
gene_242|GeneMark.hmm|357_nt|+|312194|312550	357	171.364	37	717.403
gene_243|GeneMark.hmm|3168_nt|+|313330|316497	3168	2941.74	115	129.889
gene_244|GeneMark.hmm|357_nt|+|316618|316974	357	171.364	91	1764.42
gene_245|GeneMark.hmm|462_nt|-|316964|317425	462	258.984	209	2681.35
gene_246|GeneMark.hmm|954_nt|-|317551|318504	954	727.887	60	273.885
gene_247|GeneMark.hmm|393_nt|-|318612|319004	393	200.328	141	2338.61
gene_248|GeneMark.hmm|1089_nt|-|319517|320605	1089	862.74	207	797.206
gene_249|GeneMark.hmm|300_nt|+|320705|321004	300	127.893	44	1143.11
gene_250|GeneMark.hmm|600_nt|-|321318|321917	600	380.865	10	87.2388
gene_251|GeneMark.hmm|591_nt|+|321986|322576	591	372.495	18	160.558
gene_252|GeneMark.hmm|462_nt|-|322633|323094	462	258.984	8	102.635
gene_253|GeneMark.hmm|507_nt|+|323169|323675	507	297.376	83	927.369
gene_254|GeneMark.hmm|885_nt|-|323815|324699	885	659.148	173	872.054
gene_255|GeneMark.hmm|822_nt|+|324777|325598	822	596.877	7	38.9667
gene_256|GeneMark.hmm|408_nt|+|325757|326164	408	213.136	1	15.5892
gene_257|GeneMark.hmm|432_nt|-|326496|326927	432	233.487	17	241.917
gene_258|GeneMark.hmm|783_nt|+|327126|327908	783	558.214	18	107.14
gene_259|GeneMark.hmm|762_nt|+|328130|328891	762	537.479	10	61.8186
gene_260|GeneMark.hmm|1314_nt|-|328912|330225	1314	1087.74	13	39.7099
gene_261|GeneMark.hmm|687_nt|-|330275|330961	687	463.744	5	35.8238
gene_262|GeneMark.hmm|879_nt|-|331099|331977	879	653.212	143	727.381
gene_263|GeneMark.hmm|966_nt|-|332144|333109	966	739.887	139	624.209
gene_264|GeneMark.hmm|864_nt|-|333170|334033	864	638.337	15	78.0768
gene_265|GeneMark.hmm|1650_nt|+|334119|335768	1650	1423.74	151	352.392
gene_266|GeneMark.hmm|345_nt|-|335761|336105	345	162.084	5	102.497
gene_267|GeneMark.hmm|639_nt|-|336163|336801	639	417.51	63	501.365
gene_268|GeneMark.hmm|1260_nt|-|336843|338102	1260	1033.74	14	44.9984
gene_269|GeneMark.hmm|1098_nt|+|338232|339329	1098	871.74	27	102.91
gene_270|GeneMark.hmm|609_nt|-|341026|341634	609	389.296	48	409.677
gene_271|GeneMark.hmm|966_nt|-|341717|342682	966	739.887	110	493.978
gene_272|GeneMark.hmm|1011_nt|+|342776|343786	1011	784.74	45	190.531
gene_273|GeneMark.hmm|852_nt|-|343791|344642	852	626.521	40	212.131
gene_274|GeneMark.hmm|303_nt|-|345165|345467	303	129.941	67	1713.21
gene_275|GeneMark.hmm|2946_nt|+|345543|348488	2946	2719.74	95	116.058
gene_276|GeneMark.hmm|1704_nt|+|348569|350272	1704	1477.74	69.2529	155.711
gene_277|GeneMark.hmm|501_nt|-|351436|351936	501	292.065	396	4505.01
gene_278|GeneMark.hmm|831_nt|-|352284|353114	831	605.76	209	1146.37
gene_279|GeneMark.hmm|369_nt|-|353584|353952	369	180.876	90	1653.26
gene_280|GeneMark.hmm|648_nt|-|354408|355055	648	426.262	232	1808.39
gene_281|GeneMark.hmm|555_nt|-|355610|356164	555	339.194	8	78.3649
gene_282|GeneMark.hmm|1800_nt|+|356258|358057	1800	1573.74	43	90.7853
gene_283|GeneMark.hmm|603_nt|-|358054|358656	603	383.714	34	294.409
gene_284|GeneMark.hmm|498_nt|-|358727|359224	498	289.717	7	80.2795
gene_285|GeneMark.hmm|867_nt|-|359304|360170	867	641.274	32	165.801
gene_286|GeneMark.hmm|618_nt|-|360227|360844	618	397.87	32	267.233
gene_287|GeneMark.hmm|396_nt|-|361039|361434	396	202.933	115	1882.89
gene_288|GeneMark.hmm|825_nt|-|361835|362659	825	599.819	70	387.756
gene_289|GeneMark.hmm|327_nt|+|362745|363071	327	147.961	4	89.8241
gene_290|GeneMark.hmm|474_nt|+|363225|363698	474	269.265	36	444.226
gene_291|GeneMark.hmm|1482_nt|-|363701|365182	1482	1255.74	25	66.1486
gene_292|GeneMark.hmm|447_nt|-|365292|365738	447	246.17	2	26.9945
gene_293|GeneMark.hmm|993_nt|-|365831|366823	993	766.74	15	65.0015
gene_294|GeneMark.hmm|324_nt|+|366945|367268	324	145.688	8	182.451
gene_295|GeneMark.hmm|561_nt|+|367353|367913	561	344.582	3	28.9274
gene_296|GeneMark.hmm|753_nt|-|367914|368666	753	528.582	7	44.0013
gene_297|GeneMark.hmm|2268_nt|-|368772|371039	2268	2041.74	287	467.048
gene_298|GeneMark.hmm|3798_nt|+|371162|374959	3798	3571.74	120	111.63
gene_299|GeneMark.hmm|1479_nt|+|375063|376541	1479	1252.74	34	90.1775
gene_300|GeneMark.hmm|1620_nt|+|376626|378245	1620	1393.74	60	143.037
gene_301|GeneMark.hmm|3333_nt|+|378283|381615	3333	3106.74	127	135.825
gene_302|GeneMark.hmm|1155_nt|-|381982|383136	1155	928.74	3	10.7327
gene_303|GeneMark.hmm|4926_nt|-|383391|388316	4926	4699.74	31	21.9163
gene_304|GeneMark.hmm|825_nt|-|388586|389410	825	599.819	154	853.063
gene_305|GeneMark.hmm|2169_nt|-|389678|391846	2169	1942.74	170	290.746
gene_306|GeneMark.hmm|1083_nt|+|391990|393072	1083	856.74	214	829.936
gene_307|GeneMark.hmm|2853_nt|-|393069|395921	2853	2626.74	232	293.461
gene_308|GeneMark.hmm|1791_nt|-|396096|397886	1791	1564.74	41	87.0606
gene_309|GeneMark.hmm|3534_nt|-|398042|401575	3534	3307.74	994.903	999.378
gene_310|GeneMark.hmm|696_nt|-|401701|402396	696	472.698	19	133.552
gene_311|GeneMark.hmm|780_nt|-|402575|403354	780	555.214	72	430.876
gene_312|GeneMark.hmm|2226_nt|-|403533|405758	2226	1999.74	590	980.299
gene_313|GeneMark.hmm|1293_nt|-|405766|407058	1293	1066.74	87	270.982
gene_314|GeneMark.hmm|975_nt|-|407109|408083	975	748.815	181	803.128
gene_315|GeneMark.hmm|1923_nt|-|408301|410223	1923	1696.74	31	60.7053
gene_316|GeneMark.hmm|537_nt|+|410354|410890	537	323.243	69	709.251
gene_317|GeneMark.hmm|648_nt|-|411064|411711	648	426.262	4	31.1791
gene_318|GeneMark.hmm|621_nt|-|411759|412379	621	400.713	6	49.7506
gene_319|GeneMark.hmm|309_nt|-|412457|412765	309	134.358	46	1137.56
gene_320|GeneMark.hmm|4971_nt|-|412915|417885	4971	4744.74	1031	721.982
gene_321|GeneMark.hmm|2811_nt|-|417944|420754	2811	2584.74	426	547.612
gene_322|GeneMark.hmm|1911_nt|+|421176|423086	1911	1684.74	71	140.025
gene_323|GeneMark.hmm|660_nt|-|423578|424237	660	437.666	22	167.017
gene_324|GeneMark.hmm|993_nt|-|424278|425270	993	766.74	7	30.334
gene_325|GeneMark.hmm|624_nt|-|425308|425931	624	403.476	45	370.575
gene_326|GeneMark.hmm|441_nt|-|426224|426664	441	241.012	232	3198.38
gene_327|GeneMark.hmm|978_nt|-|427060|428037	978	751.815	94	415.43
gene_328|GeneMark.hmm|1461_nt|+|428144|429604	1461	1234.74	290	780.374
gene_329|GeneMark.hmm|396_nt|-|429617|430012	396	202.933	6	98.2377
gene_330|GeneMark.hmm|1269_nt|+|430123|431391	1269	1042.74	46	146.576
gene_331|GeneMark.hmm|348_nt|-|431464|431811	348	164.191	16	323.781
gene_332|GeneMark.hmm|2301_nt|-|431964|434264	2301	2074.74	1356	2171.58
gene_333|GeneMark.hmm|903_nt|+|434453|435355	903	676.954	100	490.819
gene_334|GeneMark.hmm|1071_nt|-|435370|436440	1071	844.74	25	98.3325
gene_335|GeneMark.hmm|654_nt|+|436845|437498	654	432.178	34	261.395
gene_336|GeneMark.hmm|2490_nt|+|437819|440308	2490	2263.74	49	71.92
