target_id	length	eff_length	est_counts	tpm
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	135.804	8	148.974
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1469.2	45	77.4576
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2414.2	87	91.1334
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	491.491	49	252.122
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	322.095	0	0
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1094.2	34	78.5805
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1484.2	117	199.354
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	307.035	389	3204
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1292.2	255	499.048
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1133.2	37	82.571
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	899.196	50	140.62
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2876.2	375	329.719
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	638.592	67	265.328
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4214.2	706	423.663
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	411.783	136	835.221
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	403.517	5	31.3357
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	257.114	8	78.6857
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	638.592	262	1037.55
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	638.592	8	31.6809
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	209.013	29	350.878
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	309.492	166	1356.41
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1169.2	32	69.2139
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2477.2	215	219.487
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	701.531	604	2177.31
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	389.57	204	1324.27
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	299.404	81	684.162
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2171.2	58	67.5554
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	330.083	10	76.6139
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	274.571	34	313.152
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	348.924	162	1174.13
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	971.196	286	744.715
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	296.903	110	936.935
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	259.642	17	165.579
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	294.31	16	137.482
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	707.4	89	318.168
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	770.196	16	52.5351
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	529.775	145	692.162
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	235.478	29	311.443
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	164.589	39	599.232
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	471.349	48	257.531
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	148.767	11	186.989
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	776.196	10	32.5806
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	304.514	7	58.1328
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	474.127	38	202.684
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1295.2	22	42.9554
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	348.924	5	36.2385
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	620.768	22	89.624
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1568.2	93	149.973
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	932.196	93	252.294
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	896.196	62	174.952
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	188.477	3	40.2526
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	186.181	9	122.247
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1244.2	7	14.2279
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	836.196	24.6093	74.4255
gene_85|GeneMark.hmm|360_nt|+|115854|116213	360	164.589	79	1213.83
gene_86|GeneMark.hmm|603_nt|-|116255|116857	603	362.288	89	621.251
gene_87|GeneMark.hmm|420_nt|+|117321|117740	420	209.013	16	193.588
gene_88|GeneMark.hmm|1149_nt|-|117751|118899	1149	896.196	21	59.258
gene_89|GeneMark.hmm|1827_nt|-|119023|120849	1827	1574.2	40	64.2587
gene_90|GeneMark.hmm|1104_nt|-|120989|122092	1104	851.196	54	160.434
gene_91|GeneMark.hmm|945_nt|-|122574|123518	945	692.531	70	255.617
gene_92|GeneMark.hmm|1263_nt|-|123670|124932	1263	1010.2	2	5.00674
gene_93|GeneMark.hmm|1848_nt|+|125079|126926	1848	1595.2	36	57.0715
gene_94|GeneMark.hmm|558_nt|-|126944|127501	558	322.095	28	219.839
gene_95|GeneMark.hmm|1359_nt|+|127594|128952	1359	1106.2	100	228.612
gene_96|GeneMark.hmm|327_nt|-|128953|129279	327	140.188	20	360.788
gene_97|GeneMark.hmm|417_nt|-|129357|129773	417	206.813	14	171.191
gene_98|GeneMark.hmm|1239_nt|+|129853|131091	1239	986.196	87	223.094
gene_99|GeneMark.hmm|3012_nt|-|131088|134099	3012	2759.2	85	77.9054
gene_100|GeneMark.hmm|945_nt|+|134187|135131	945	692.531	1	3.65167
gene_101|GeneMark.hmm|417_nt|+|135172|135588	417	206.813	20	244.559
gene_102|GeneMark.hmm|642_nt|-|135589|136230	642	397.972	36	228.76
gene_103|GeneMark.hmm|642_nt|-|136265|136906	642	397.972	25	158.861
gene_104|GeneMark.hmm|681_nt|-|136975|137655	681	434.307	74	430.89
gene_105|GeneMark.hmm|1239_nt|+|137742|138980	1239	986.196	12	30.7715
gene_106|GeneMark.hmm|2964_nt|-|139049|142012	2964	2711.2	633	590.437
gene_107|GeneMark.hmm|1512_nt|+|142103|143614	1512	1259.2	101	202.843
gene_108|GeneMark.hmm|606_nt|+|143723|144328	606	364.975	95	658.251
gene_109|GeneMark.hmm|708_nt|-|144620|145327	708	459.873	185	1017.34
gene_110|GeneMark.hmm|480_nt|+|145414|145893	480	257.114	0	0
gene_111|GeneMark.hmm|1386_nt|+|145962|147347	1386	1133.2	49	109.351
gene_112|GeneMark.hmm|630_nt|+|147383|148012	630	386.791	5	32.6908
gene_113|GeneMark.hmm|645_nt|-|148016|148660	645	400.707	16	100.977
gene_114|GeneMark.hmm|498_nt|+|148762|149259	498	272.202	15	139.358
gene_115|GeneMark.hmm|600_nt|-|149376|149975	600	359.702	49	344.496
gene_116|GeneMark.hmm|1797_nt|+|150056|151852	1797	1544.2	46	75.3332
gene_117|GeneMark.hmm|312_nt|-|151937|152248	312	129.75	33	643.187
gene_118|GeneMark.hmm|843_nt|-|152729|153571	843	590.992	30	128.372
gene_119|GeneMark.hmm|1920_nt|-|153899|155818	1920	1667.2	104	157.753
gene_120|GeneMark.hmm|312_nt|-|155904|156215	312	129.75	32	623.696
gene_121|GeneMark.hmm|678_nt|+|156413|157090	678	431.47	13	76.1945
gene_122|GeneMark.hmm|1302_nt|-|157171|158472	1302	1049.2	21	50.6167
gene_123|GeneMark.hmm|702_nt|-|158556|159257	702	454.345	19	105.754
gene_124|GeneMark.hmm|330_nt|-|159537|159866	330	142.46	15	266.275
gene_125|GeneMark.hmm|1869_nt|-|160007|161875	1869	1616.2	118	184.637
gene_126|GeneMark.hmm|1416_nt|+|162083|163498	1416	1163.2	9	19.5668
gene_127|GeneMark.hmm|762_nt|+|163491|164252	762	512.115	6	29.6288
gene_128|GeneMark.hmm|639_nt|-|164257|164895	639	395.198	26	166.376
gene_129|GeneMark.hmm|1266_nt|+|166755|168020	1266	1013.2	72	179.709
gene_130|GeneMark.hmm|1227_nt|-|168095|169321	1227	974.196	64	166.136
gene_131|GeneMark.hmm|612_nt|+|169771|170382	612	370.518	3	20.4759
gene_132|GeneMark.hmm|744_nt|+|171352|172095	744	494.399	1942	9933.52
gene_133|GeneMark.hmm|1755_nt|+|172232|173986	1755	1502.2	30	50.504
gene_134|GeneMark.hmm|309_nt|+|174048|174356	309	127.835	11	217.608
gene_135|GeneMark.hmm|939_nt|-|174364|175302	939	686.531	34	125.242
gene_136|GeneMark.hmm|327_nt|-|175576|175902	327	140.188	13	234.512
gene_137|GeneMark.hmm|1200_nt|-|176055|177254	1200	947.196	47	125.484
gene_138|GeneMark.hmm|6351_nt|-|177334|183684	6351	6098.2	105	43.5431
gene_139|GeneMark.hmm|555_nt|+|183806|184360	555	319.624	20	158.242
gene_140|GeneMark.hmm|849_nt|+|184413|185261	849	596.881	24	101.684
gene_141|GeneMark.hmm|699_nt|+|185350|186048	699	451.473	26	145.637
gene_142|GeneMark.hmm|1572_nt|+|186120|187691	1572	1319.2	26	49.8419
gene_143|GeneMark.hmm|630_nt|+|187713|188342	630	386.791	88	575.357
gene_144|GeneMark.hmm|4395_nt|+|188494|192888	4395	4142.2	464	283.282
gene_145|GeneMark.hmm|375_nt|-|192890|193264	375	175.461	9	129.716
gene_146|GeneMark.hmm|906_nt|+|193364|194269	906	653.592	417	1613.47
gene_147|GeneMark.hmm|2172_nt|+|194368|196539	2172	1919.2	109	143.628
gene_148|GeneMark.hmm|321_nt|+|196657|196977	321	135.804	0	0
gene_149|GeneMark.hmm|732_nt|+|197058|197789	732	482.902	6	31.4213
gene_150|GeneMark.hmm|1488_nt|+|197832|199319	1488	1235.2	81	165.836
gene_151|GeneMark.hmm|1152_nt|-|199352|200503	1152	899.196	44	123.745
gene_152|GeneMark.hmm|3966_nt|-|200845|204810	3966	3713.2	134	91.2616
gene_153|GeneMark.hmm|5511_nt|-|204908|210418	5511	5258.2	137	65.8893
gene_154|GeneMark.hmm|756_nt|+|210513|211268	756	506.211	3	14.9872
gene_155|GeneMark.hmm|1155_nt|+|211335|212489	1155	902.196	31	86.8944
gene_156|GeneMark.hmm|1353_nt|+|212533|213885	1353	1100.2	29	66.659
gene_157|GeneMark.hmm|1356_nt|+|213927|215282	1356	1103.2	83	190.264
gene_158|GeneMark.hmm|1059_nt|-|215290|216348	1059	806.196	55	172.525
gene_159|GeneMark.hmm|2088_nt|+|216527|218614	2088	1835.2	613	844.713
gene_160|GeneMark.hmm|771_nt|-|218627|219397	771	520.97	118	572.796
gene_161|GeneMark.hmm|627_nt|-|219449|220075	627	384.011	1	6.58548
gene_162|GeneMark.hmm|1248_nt|+|220183|221430	1248	995.196	71	180.418
gene_163|GeneMark.hmm|717_nt|-|221803|222519	717	468.437	24	129.566
gene_164|GeneMark.hmm|1254_nt|-|222579|223832	1254	1001.2	34	85.8797
gene_165|GeneMark.hmm|1464_nt|-|223978|225441	1464	1211.2	83.5537	174.454
gene_166|GeneMark.hmm|1080_nt|-|225353|226432	1080	827.196	153.446	469.115
gene_167|GeneMark.hmm|864_nt|-|226510|227373	864	611.826	79	326.536
gene_168|GeneMark.hmm|702_nt|+|227462|228163	702	454.345	23	128.019
gene_169|GeneMark.hmm|498_nt|-|228508|229005	498	272.202	680	6317.55
gene_170|GeneMark.hmm|804_nt|+|229164|229967	804	553.215	86	393.129
gene_171|GeneMark.hmm|618_nt|+|230025|230642	618	375.877	6	40.368
gene_172|GeneMark.hmm|330_nt|-|230658|230987	330	142.46	20	355.033
gene_173|GeneMark.hmm|771_nt|-|231688|232458	771	520.97	923	4480.43
gene_174|GeneMark.hmm|1005_nt|-|232533|233537	1005	752.196	19	63.8783
gene_175|GeneMark.hmm|3912_nt|-|233887|237798	3912	3659.2	122	84.3151
gene_176|GeneMark.hmm|306_nt|-|237888|238193	306	125.782	5	100.527
gene_177|GeneMark.hmm|1905_nt|+|238336|240240	1905	1652.2	263	402.555
gene_178|GeneMark.hmm|1464_nt|+|240281|241744	1464	1211.2	185	386.268
gene_179|GeneMark.hmm|807_nt|+|241814|242620	807	556.163	61	277.369
gene_180|GeneMark.hmm|1473_nt|+|243216|244688	1473	1220.2	113	234.196
gene_181|GeneMark.hmm|468_nt|-|244692|245159	468	247.012	42	429.993
gene_182|GeneMark.hmm|786_nt|+|245577|246362	786	535.675	61	287.978
gene_183|GeneMark.hmm|792_nt|+|246298|247089	792	541.524	29	135.429
gene_184|GeneMark.hmm|2514_nt|-|247112|249625	2514	2261.2	239	267.295
gene_185|GeneMark.hmm|372_nt|-|250021|250392	372	173.194	8	116.812
gene_186|GeneMark.hmm|1152_nt|+|250800|251951	1152	899.196	110	309.364
gene_187|GeneMark.hmm|489_nt|-|252563|253051	489	264.635	23	219.792
gene_188|GeneMark.hmm|834_nt|+|253124|253957	834	582.156	36	156.385
gene_189|GeneMark.hmm|918_nt|-|254278|255195	918	665.531	30	113.995
gene_190|GeneMark.hmm|885_nt|-|255302|256186	885	632.651	63	251.83
gene_191|GeneMark.hmm|498_nt|-|256363|256860	498	272.202	67	622.464
gene_192|GeneMark.hmm|966_nt|-|257436|258401	966	713.4	58	205.601
gene_193|GeneMark.hmm|558_nt|+|258922|259479	558	322.095	67	526.044
gene_194|GeneMark.hmm|963_nt|+|259557|260519	963	710.4	67	238.508
gene_195|GeneMark.hmm|1938_nt|-|260534|262471	1938	1685.2	166	249.109
gene_196|GeneMark.hmm|717_nt|+|262864|263580	717	468.437	36	194.349
gene_197|GeneMark.hmm|1215_nt|+|264121|265335	1215	962.196	51	134.041
gene_198|GeneMark.hmm|1308_nt|+|265401|266708	1308	1055.2	90	215.695
gene_199|GeneMark.hmm|822_nt|+|266787|267608	822	570.584	93	412.187
gene_200|GeneMark.hmm|531_nt|+|267767|268297	531	299.404	60	506.787
gene_201|GeneMark.hmm|975_nt|-|268318|269292	975	722.4	103.143	361.072
gene_202|GeneMark.hmm|981_nt|-|269341|270321	981	728.333	74	256.941
gene_203|GeneMark.hmm|420_nt|+|270422|270841	420	209.013	5	60.4961
gene_204|GeneMark.hmm|555_nt|+|270894|271448	555	319.624	29	229.451
gene_205|GeneMark.hmm|906_nt|+|271524|272429	906	653.592	27	104.469
gene_206|GeneMark.hmm|1068_nt|+|272517|273584	1068	815.196	181	561.497
gene_207|GeneMark.hmm|444_nt|+|273656|274099	444	228.288	16	177.243
gene_208|GeneMark.hmm|441_nt|+|274146|274586	441	225.667	79	885.299
gene_209|GeneMark.hmm|510_nt|-|274595|275104	510	281.962	45	403.602
gene_210|GeneMark.hmm|987_nt|+|276021|277007	987	734.196	334	1150.44
gene_211|GeneMark.hmm|693_nt|-|277008|277700	693	445.768	88	499.235
gene_212|GeneMark.hmm|450_nt|+|277803|278252	450	233.135	7	75.9315
gene_213|GeneMark.hmm|789_nt|+|278357|279145	789	538.625	23	107.987
gene_214|GeneMark.hmm|906_nt|+|279458|280363	906	653.592	90	348.23
gene_215|GeneMark.hmm|465_nt|+|280846|281310	465	244.54	1	10.3414
gene_216|GeneMark.hmm|1305_nt|-|281342|282646	1305	1052.2	26	62.4896
gene_217|GeneMark.hmm|414_nt|-|283226|283639	414	204.455	8	98.952
gene_218|GeneMark.hmm|738_nt|+|283741|284478	738	488.583	1	5.17598
gene_219|GeneMark.hmm|603_nt|+|284592|285194	603	362.288	42	293.175
gene_220|GeneMark.hmm|1173_nt|+|285291|286463	1173	920.196	48	131.914
gene_221|GeneMark.hmm|432_nt|+|286772|287203	432	218.319	18	208.503
gene_222|GeneMark.hmm|1836_nt|+|287625|289460	1836	1583.2	110	175.707
gene_223|GeneMark.hmm|396_nt|+|289533|289928	396	190.559	102	1353.63
gene_224|GeneMark.hmm|942_nt|+|290243|291184	942	689.531	8	29.3405
gene_225|GeneMark.hmm|756_nt|+|291254|292009	756	506.211	11	54.9531
gene_226|GeneMark.hmm|1461_nt|-|292061|293521	1461	1208.2	26	54.421
gene_227|GeneMark.hmm|1269_nt|+|293571|294839	1269	1016.2	23	57.2376
gene_228|GeneMark.hmm|3003_nt|-|294865|297867	3003	2750.2	48	44.1376
gene_229|GeneMark.hmm|1212_nt|+|298029|299240	1212	959.196	395	1041.41
gene_230|GeneMark.hmm|579_nt|-|299237|299815	579	340.852	602	4466.44
gene_231|GeneMark.hmm|564_nt|-|299960|300523	564	327.529	1331	10276.8
gene_232|GeneMark.hmm|1005_nt|-|300575|301579	1005	752.196	642.857	2161.3
gene_233|GeneMark.hmm|1863_nt|-|301657|303519	1863	1610.2	111	174.331
gene_234|GeneMark.hmm|1269_nt|+|303565|304833	1269	1016.2	51	126.918
gene_235|GeneMark.hmm|1230_nt|+|304967|306196	1230	977.196	89	230.324
gene_236|GeneMark.hmm|1233_nt|-|306339|307571	1233	980.196	197	508.258
gene_237|GeneMark.hmm|873_nt|+|308022|308894	873	620.768	61	248.503
gene_238|GeneMark.hmm|624_nt|+|308956|309579	624	381.229	12	79.6024
gene_239|GeneMark.hmm|522_nt|+|310018|310539	522	291.832	7	60.6592
gene_240|GeneMark.hmm|600_nt|-|310627|311226	600	359.702	8	56.2442
gene_241|GeneMark.hmm|561_nt|+|311421|311981	561	324.75	14	109.021
gene_242|GeneMark.hmm|357_nt|+|312194|312550	357	162.273	173	2696.07
gene_243|GeneMark.hmm|3168_nt|+|313330|316497	3168	2915.2	44	38.1695
gene_244|GeneMark.hmm|357_nt|+|316618|316974	357	162.273	113	1761.02
gene_245|GeneMark.hmm|462_nt|-|316964|317425	462	242.238	172	1795.63
gene_246|GeneMark.hmm|954_nt|-|317551|318504	954	701.531	68	245.128
gene_247|GeneMark.hmm|393_nt|-|318612|319004	393	188.477	95	1274.66
gene_248|GeneMark.hmm|1089_nt|-|319517|320605	1089	836.196	89	269.161
gene_249|GeneMark.hmm|300_nt|+|320705|321004	300	121.958	16	331.773
gene_250|GeneMark.hmm|600_nt|-|321318|321917	600	359.702	25	175.763
gene_251|GeneMark.hmm|591_nt|+|321986|322576	591	351.622	49	352.413
gene_252|GeneMark.hmm|462_nt|-|322633|323094	462	242.238	16	167.035
gene_253|GeneMark.hmm|507_nt|+|323169|323675	507	279.55	1876	16970.9
gene_254|GeneMark.hmm|885_nt|-|323815|324699	885	632.651	60	239.838
gene_255|GeneMark.hmm|822_nt|+|324777|325598	822	570.584	2	8.86424
gene_256|GeneMark.hmm|408_nt|+|325757|326164	408	199.566	4	50.6879
gene_257|GeneMark.hmm|432_nt|-|326496|326927	432	218.319	2	23.167
gene_258|GeneMark.hmm|783_nt|+|327126|327908	783	532.675	18	85.4557
gene_259|GeneMark.hmm|762_nt|+|328130|328891	762	512.115	26	128.392
gene_260|GeneMark.hmm|1314_nt|-|328912|330225	1314	1061.2	18	42.8951
gene_261|GeneMark.hmm|687_nt|-|330275|330961	687	440.019	50	287.362
gene_262|GeneMark.hmm|879_nt|-|331099|331977	879	626.71	921	3716.42
gene_263|GeneMark.hmm|966_nt|-|332144|333109	966	713.4	1350	4785.55
gene_264|GeneMark.hmm|864_nt|-|333170|334033	864	611.826	50	206.668
gene_265|GeneMark.hmm|1650_nt|+|334119|335768	1650	1397.2	62	112.219
gene_266|GeneMark.hmm|345_nt|-|335761|336105	345	153.108	0	0
gene_267|GeneMark.hmm|639_nt|-|336163|336801	639	395.198	50	319.953
gene_268|GeneMark.hmm|1260_nt|-|336843|338102	1260	1007.2	8	20.0866
gene_269|GeneMark.hmm|1098_nt|+|338232|339329	1098	845.196	85	254.327
gene_270|GeneMark.hmm|609_nt|-|341026|341634	609	367.8	43	295.657
gene_271|GeneMark.hmm|966_nt|-|341717|342682	966	713.4	93	329.671
gene_272|GeneMark.hmm|1011_nt|+|342776|343786	1011	758.196	28	93.3915
gene_273|GeneMark.hmm|852_nt|-|343791|344642	852	599.826	26	109.617
gene_274|GeneMark.hmm|303_nt|-|345165|345467	303	123.799	27	551.539
gene_275|GeneMark.hmm|2946_nt|+|345543|348488	2946	2693.2	377	354.001
gene_276|GeneMark.hmm|1704_nt|+|348569|350272	1704	1451.2	250.194	435.996
gene_277|GeneMark.hmm|501_nt|-|351436|351936	501	274.571	68	626.304
gene_278|GeneMark.hmm|831_nt|-|352284|353114	831	579.21	49	213.94
gene_279|GeneMark.hmm|369_nt|-|353584|353952	369	170.979	44	650.788
gene_280|GeneMark.hmm|648_nt|-|354408|355055	648	403.517	128	802.194
gene_281|GeneMark.hmm|555_nt|-|355610|356164	555	319.624	12	94.9451
gene_282|GeneMark.hmm|1800_nt|+|356258|358057	1800	1547.2	49	80.0906
gene_283|GeneMark.hmm|603_nt|-|358054|358656	603	362.288	50	349.017
gene_284|GeneMark.hmm|498_nt|-|358727|359224	498	272.202	9	83.6146
gene_285|GeneMark.hmm|867_nt|-|359304|360170	867	614.826	63	259.131
gene_286|GeneMark.hmm|618_nt|-|360227|360844	618	375.877	24	161.472
gene_287|GeneMark.hmm|396_nt|-|361039|361434	396	190.559	488	6476.21
gene_288|GeneMark.hmm|825_nt|-|361835|362659	825	573.371	150	661.587
gene_289|GeneMark.hmm|327_nt|+|362745|363071	327	140.188	4	72.1575
gene_290|GeneMark.hmm|474_nt|+|363225|363698	474	252.072	52	521.688
gene_291|GeneMark.hmm|1482_nt|-|363701|365182	1482	1229.2	45	92.5811
gene_292|GeneMark.hmm|447_nt|-|365292|365738	447	230.642	1	10.9646
gene_293|GeneMark.hmm|993_nt|-|365831|366823	993	740.196	26	88.8296
gene_294|GeneMark.hmm|324_nt|+|366945|367268	324	137.889	5	91.7002
gene_295|GeneMark.hmm|561_nt|+|367353|367913	561	324.75	0	0
gene_296|GeneMark.hmm|753_nt|-|367914|368666	753	503.305	5	25.1229
gene_297|GeneMark.hmm|2268_nt|-|368772|371039	2268	2015.2	118	148.08
gene_298|GeneMark.hmm|3798_nt|+|371162|374959	3798	3545.2	79	56.3531
gene_299|GeneMark.hmm|1479_nt|+|375063|376541	1479	1226.2	27	55.6846
gene_300|GeneMark.hmm|1620_nt|+|376626|378245	1620	1367.2	27	49.9418
gene_301|GeneMark.hmm|3333_nt|+|378283|381615	3333	3080.2	117	96.0591
gene_302|GeneMark.hmm|1155_nt|-|381982|383136	1155	902.196	3	8.40913
gene_303|GeneMark.hmm|4926_nt|-|383391|388316	4926	4673.2	191	103.36
gene_304|GeneMark.hmm|825_nt|-|388586|389410	825	573.371	166	732.156
gene_305|GeneMark.hmm|2169_nt|-|389678|391846	2169	1916.2	465	613.683
gene_306|GeneMark.hmm|1083_nt|+|391990|393072	1083	830.196	122	371.629
gene_307|GeneMark.hmm|2853_nt|-|393069|395921	2853	2600.2	343	333.595
gene_308|GeneMark.hmm|1791_nt|-|396096|397886	1791	1538.2	140	230.169
gene_309|GeneMark.hmm|3534_nt|-|398042|401575	3534	3281.2	3485.8	2686.59
gene_310|GeneMark.hmm|696_nt|-|401701|402396	696	448.558	45	253.703
gene_311|GeneMark.hmm|780_nt|-|402575|403354	780	529.775	32	152.753
gene_312|GeneMark.hmm|2226_nt|-|403533|405758	2226	1973.2	1351	1731.47
gene_313|GeneMark.hmm|1293_nt|-|405766|407058	1293	1040.2	68	165.32
gene_314|GeneMark.hmm|975_nt|-|407109|408083	975	722.4	106	371.073
gene_315|GeneMark.hmm|1923_nt|-|408301|410223	1923	1670.2	45	68.1359
gene_316|GeneMark.hmm|537_nt|+|410354|410890	537	304.514	1504	12490.2
gene_317|GeneMark.hmm|648_nt|-|411064|411711	648	403.517	63	394.83
gene_318|GeneMark.hmm|621_nt|-|411759|412379	621	378.446	42	280.658
gene_319|GeneMark.hmm|309_nt|-|412457|412765	309	127.835	350	6923.88
gene_320|GeneMark.hmm|4971_nt|-|412915|417885	4971	4718.2	990	530.628
gene_321|GeneMark.hmm|2811_nt|-|417944|420754	2811	2558.2	263	259.988
gene_322|GeneMark.hmm|1911_nt|+|421176|423086	1911	1658.2	435	663.414
gene_323|GeneMark.hmm|660_nt|-|423578|424237	660	414.588	12	73.1974
gene_324|GeneMark.hmm|993_nt|-|424278|425270	993	740.196	3	10.2496
gene_325|GeneMark.hmm|624_nt|-|425308|425931	624	381.229	15	99.503
gene_326|GeneMark.hmm|441_nt|-|426224|426664	441	225.667	194	2174.03
gene_327|GeneMark.hmm|978_nt|-|427060|428037	978	725.333	38	132.488
gene_328|GeneMark.hmm|1461_nt|+|428144|429604	1461	1208.2	313	655.146
gene_329|GeneMark.hmm|396_nt|-|429617|430012	396	190.559	10	132.709
gene_330|GeneMark.hmm|1269_nt|+|430123|431391	1269	1016.2	46	114.475
gene_331|GeneMark.hmm|348_nt|-|431464|431811	348	155.322	153	2491.09
gene_332|GeneMark.hmm|2301_nt|-|431964|434264	2301	2048.2	273	337.072
gene_333|GeneMark.hmm|903_nt|+|434453|435355	903	650.592	48	186.579
gene_334|GeneMark.hmm|1071_nt|-|435370|436440	1071	818.196	15	46.3623
gene_335|GeneMark.hmm|654_nt|+|436845|437498	654	409.055	27	166.922
gene_336|GeneMark.hmm|2490_nt|+|437819|440308	2490	2237.2	309	349.289
gene_337|GeneMark.hmm|381_nt|-|440314|440694	381	179.918	118	1658.59
